Image Index,PSNR,SSIM,LPIPS
1,29.491377843613684,0.8451167642263365,0.3481418788433075
2,28.72974389736384,0.8154505554646769,0.2629895508289337
3,30.555797822407232,0.8603544711924932,0.27653345465660095
4,28.8483353861896,0.839543674831374,0.3496760129928589
5,30.63270048989942,0.8929766949251488,0.214352548122406
6,31.553306607633832,0.8989728246596046,0.25851255655288696
7,30.77682588279695,0.8881481294084796,0.2171841859817505
8,30.276880820196222,0.8612438352164389,0.23254385590553284
9,32.30480874686521,0.9096896793816254,0.2580636739730835
10,31.028355159091507,0.9160641501702163,0.3113439083099365
11,30.214631305381026,0.8920449751785655,0.27023187279701233
12,30.775661455129736,0.8969152133627811,0.24848318099975586
13,29.695445120047346,0.8515409951275335,0.2449607253074646
14,31.868149086485232,0.8954050732825003,0.24636320769786835
15,31.87813098576764,0.9297057093636508,0.28190261125564575
16,30.404790524771876,0.8499875820304219,0.27858766913414
17,29.785446205632773,0.8600938417580406,0.25870415568351746
18,30.020708951424496,0.8842449858453529,0.23207412660121918
19,30.450866890114376,0.8863196445911109,0.3091087341308594
20,32.41455232585448,0.9625595305456173,0.195818692445755
21,30.361231860609838,0.8873833138931673,0.22608499228954315
22,31.039115349045368,0.8773139791898524,0.2185179889202118
23,28.65978455752591,0.8613073377040124,0.2694318890571594
24,29.08639682061517,0.8489727843124282,0.26070570945739746
25,29.957220683838777,0.8708068605697942,0.22990137338638306
26,30.332088269151182,0.8800335051431732,0.2556946277618408
27,30.046126699690024,0.8704700433283881,0.24433529376983643
28,31.735931051109215,0.9193012563861035,0.3361329138278961
29,30.70654456464154,0.8894460869428528,0.30312150716781616
30,30.655449531404187,0.8642620471695892,0.26027753949165344
31,28.87608191297449,0.8460110919510889,0.2814960479736328
32,31.916144517910006,0.9393989841227569,0.22989395260810852
33,30.939662782174068,0.8692009767965128,0.2305639684200287
34,28.587850970757927,0.8265145215003792,0.265483558177948
35,29.644345602725785,0.8509052855832976,0.30611154437065125
36,30.28156954978295,0.8673264906550358,0.2659734785556793
37,30.165141229130864,0.8719856025843317,0.24447621405124664
38,30.271065719805115,0.8709417791740495,0.25131890177726746
39,31.386254110857813,0.859715713546804,0.12017955631017685
40,26.6208522461569,0.7716920166837786,0.31235557794570923
41,27.933253088960413,0.7928517670871839,0.30117952823638916
42,32.52641625414385,0.9326496082260896,0.2856177091598511
43,29.92977261277105,0.8536153609904209,0.2532057762145996
44,30.206998490290275,0.8768964546159224,0.2697409987449646
45,30.604237254846282,0.8580451693831436,0.3188765048980713
46,30.29854061720596,0.8568917230946814,0.23898634314537048
47,31.03216333830244,0.8539896522924149,0.23168490827083588
48,30.289097680585332,0.8838127820430552,0.22526176273822784
49,31.308191518699378,0.92016327311061,0.31943607330322266
50,29.9935790622747,0.8887157071125835,0.2469853311777115
51,29.51830923335464,0.8311480435483743,0.2583667039871216
52,29.35442279455732,0.8493215090573873,0.23807436227798462
53,29.992764920911746,0.8749436515621123,0.26074454188346863
54,32.098630828459626,0.9200719603259586,0.2392369657754898
55,30.229989731662,0.8716742192206236,0.23142343759536743
56,30.055534732248944,0.8957507884105285,0.32536768913269043
57,30.704228580358315,0.9098366559887955,0.22950556874275208
58,31.335426861138398,0.8930477809024415,0.282255619764328
59,30.381713580471764,0.8610354236525961,0.3522387742996216
60,30.24034712216482,0.8746402780845332,0.25747162103652954
61,29.7613110775325,0.8487781802740707,0.305032879114151
62,30.270969950019836,0.8628560176157208,0.25023192167282104
63,30.216146974741527,0.870316328825621,0.26586097478866577
64,32.07652735088628,0.9132676220542965,0.27586624026298523
65,30.89629183994923,0.8716613329014301,0.27469706535339355
66,34.52602799892762,0.9592444365615905,0.22093257308006287
67,29.877071018502527,0.808942422450247,0.26868706941604614
68,29.934867078232262,0.8434948533615817,0.30028408765792847
69,31.014056315820394,0.8911092963724742,0.25837239623069763
70,30.657836569112547,0.9183449544520331,0.22787289321422577
71,30.490930555773126,0.8606070256223665,0.2813394367694855
72,30.665488936153473,0.8593833973586832,0.24160869419574738
73,30.160481913381343,0.8581849895055143,0.24352887272834778
74,29.523284794557743,0.8688556201249977,0.2283562421798706
75,33.75611982274942,0.9611884303818791,0.2077881246805191
76,32.72446479481602,0.9439725372032136,0.23523128032684326
77,29.551957408427572,0.8612746489505303,0.3288891017436981
78,33.26905163141276,0.9620379797097595,0.2178407907485962
79,33.74184513862734,0.9410056032556756,0.2978328764438629
80,30.694528017982826,0.9196643010154955,0.214059978723526
81,29.48492628164123,0.8650744536984618,0.3069371283054352
82,30.904145465032855,0.9147109821942536,0.2883671522140503
83,27.61266064330636,0.7993229237802826,0.2920280694961548
84,32.82746025677564,0.9164928223169952,0.3030683100223541
85,32.649933264098436,0.9356094685007991,0.2809349596500397
86,30.696484108104457,0.8883345009717147,0.2533465027809143
87,31.2002679006672,0.9059254618538042,0.25992482900619507
88,30.472259908383556,0.8609042871811632,0.1947481781244278
89,32.804518264554005,0.8983979949926154,0.3431248664855957
90,32.01902883303631,0.9272867907157083,0.2845610976219177
91,32.07498021380309,0.9091871592603037,0.33970868587493896
92,30.316485355160303,0.8867172258165709,0.24905769526958466
93,29.62281571832601,0.8589654457134561,0.26268938183784485
94,29.58255048234602,0.8309506571431562,0.26583942770957947
95,30.094197083706607,0.8543274868294907,0.23828285932540894
96,33.390542128990816,0.948169770691743,0.2506374418735504
97,29.031742664636262,0.839724171342294,0.24649763107299805
98,28.95949535602327,0.832810020103357,0.32373595237731934
99,33.1645289771938,0.9348542618808817,0.2943802773952484
100,29.92098023609717,0.8787269326330045,0.24028965830802917
101,29.559889932158484,0.8642970298682898,0.254098117351532
102,29.95383364608582,0.8070159869447243,0.16985049843788147
103,30.582838452127135,0.8720445253696153,0.21130377054214478
104,29.817922407798303,0.8562931868849999,0.27025753259658813
105,30.83235145352486,0.8783256141321459,0.25071632862091064
106,30.520439761403715,0.9132815541097823,0.2548331320285797
107,29.945251024606854,0.8699745758622812,0.25594112277030945
108,29.386663030346188,0.8636038807477875,0.2838883697986603
109,30.22172726969319,0.8788772920485985,0.22739939391613007
110,30.99400724822722,0.8728024672079393,0.25503626465797424
111,30.496106861137335,0.8896567166760704,0.23203065991401672
112,29.230534500888528,0.7706625327804443,0.17251405119895935
113,30.45662087513169,0.8824550334959653,0.21796122193336487
114,30.27446863067613,0.8925151952104389,0.29597920179367065
115,30.534061054155394,0.881011530121715,0.24962803721427917
116,29.523502584288465,0.8441200843966167,0.27939993143081665
117,31.695358300102157,0.8817157271762575,0.2214091420173645
118,33.20239651609699,0.9369038852287657,0.21299539506435394
119,29.000512505377948,0.8457849244983361,0.3230927884578705
120,29.480823777233386,0.8454561313910557,0.25079992413520813
121,30.175631669270253,0.8046395766159646,0.1782377064228058
122,30.872249399849927,0.8876208316353512,0.22626689076423645
123,30.198747225109052,0.8543856073554738,0.24158793687820435
124,31.21436880518855,0.885691364922547,0.2610219120979309
125,30.938198436596945,0.9044085772766898,0.2424253672361374
126,33.04158664741624,0.9260007175883046,0.2687820792198181
127,30.640780262668528,0.8544775064051006,0.22751164436340332
128,31.178296605649646,0.8809008787780058,0.2849719226360321
129,29.77345945531717,0.8715309437246536,0.22581343352794647
130,32.14750643624822,0.9168116378937242,0.30007827281951904
131,29.854564852829064,0.8688678320662193,0.25598543882369995
132,31.391191393567162,0.9152166697012675,0.2944646179676056
133,30.251430669128716,0.856062977536498,0.2391662895679474
134,30.25585424761925,0.8701104670654984,0.2588053345680237
135,32.379253648651336,0.9414322625418347,0.22814562916755676
136,29.92668399933319,0.8589643481948939,0.3100629150867462
137,28.928333596155944,0.81875361979368,0.2857997715473175
138,29.209703336656737,0.8549085247904408,0.24426551163196564
139,30.686354643383034,0.9018168977597745,0.24211162328720093
140,29.974877126684017,0.8443352216759056,0.26119086146354675
141,30.638001960351335,0.8839052350214367,0.25227105617523193
142,28.88339454276768,0.8614968826760713,0.2432258129119873
143,28.73836844210064,0.8038887282879148,0.3704502582550049
144,29.568348236398148,0.8748784034916609,0.28759875893592834
145,29.939561202816357,0.8562381670866366,0.2665320932865143
146,30.665453993158582,0.8741269494093199,0.24081012606620789
147,29.085608554838206,0.8468410531164035,0.2517653703689575
148,29.84535242249761,0.87761428320633,0.2606089413166046
149,30.39912808628248,0.8760305325946589,0.19462375342845917
150,33.01030089759455,0.9128694517822735,0.3044622242450714
151,30.74643841448957,0.8758469966160726,0.22144262492656708
152,30.17753806670506,0.8511983085033165,0.3306543529033661
153,28.21547490273137,0.8109551578201724,0.3315180540084839
154,29.25330661287058,0.8540319668067818,0.2812284231185913
155,30.799199788674056,0.8759451669682695,0.2258242666721344
156,31.125176021195283,0.8983914250934499,0.22351112961769104
157,27.31770141016709,0.7727548902783927,0.31341496109962463
158,31.84194162532705,0.9373604018834092,0.2659374177455902
159,27.562964590534293,0.7889873378243135,0.342375248670578
160,31.051575661025275,0.8823879661654886,0.21197625994682312
161,29.87441314723313,0.8496910370902908,0.25767406821250916
162,31.08655793513748,0.9110495592979425,0.2521733045578003
163,30.17674113368934,0.8783490120107093,0.25521862506866455
164,32.25288871708776,0.924132967716657,0.29945477843284607
165,31.941736625110394,0.9185585518523831,0.262431800365448
166,31.725678632913397,0.9016485941579137,0.2378084659576416
167,30.425214057159977,0.8426652231960716,0.23551109433174133
168,30.554734968491214,0.8886526501302069,0.2542359232902527
169,30.56029209691164,0.8979351830862361,0.35485026240348816
170,29.407407272845493,0.8212171280659262,0.2613724172115326
171,25.90056407762087,0.7815155837580517,0.30151912569999695
172,34.22067295437504,0.9322436138658733,0.32614433765411377
173,29.8120212461123,0.8563170894941616,0.32075220346450806
174,29.526321928555966,0.8606194374107432,0.357148140668869
175,30.035645123464985,0.8712885469574141,0.2645809054374695
176,30.578338824514816,0.9067287860083411,0.3316933810710907
177,31.006531846904338,0.890729408810829,0.2528548240661621
178,27.432647159299563,0.7989754948501553,0.24345369637012482
179,30.976302100306626,0.9269032249067596,0.25156429409980774
180,29.729918067556966,0.8498393479902295,0.2543223202228546
181,29.452509140063135,0.842000280586806,0.3223411440849304
182,31.72446662284047,0.8953267747761273,0.21136170625686646
183,30.4957255285327,0.8725202628517165,0.25467267632484436
184,29.584774628731587,0.8728349984861885,0.27489733695983887
185,30.216918507214263,0.8608705868444477,0.27880871295928955
186,30.913472790686356,0.8846491784850745,0.255693256855011
187,30.31499253744905,0.8714514516210798,0.24399402737617493
188,29.133017887444094,0.8198957738073153,0.2624514400959015
189,29.98461541657541,0.865381483912284,0.2526567578315735
190,29.659394685382125,0.82787771891364,0.3143922686576843
191,28.39692241312421,0.8195915231274735,0.31587129831314087
192,29.212349763981237,0.8560053744995121,0.24487434327602386
193,32.45006347965102,0.9420034417863319,0.31008389592170715
194,30.775854144684395,0.8903271899984178,0.2405690848827362
195,30.39793555715482,0.872011711888448,0.22935503721237183
196,29.02648271644997,0.8346291745164574,0.27470532059669495
197,30.92812327306492,0.9018950126948534,0.28235524892807007
198,30.15525324978499,0.8642068031924608,0.1636134386062622
199,27.885291220725513,0.8033487236017761,0.3462502658367157
200,30.770917397461645,0.8974504817130572,0.20719674229621887
201,29.2528265036969,0.8522609414540767,0.25164687633514404
202,30.770043605062515,0.8865069831538572,0.22670398652553558
203,32.43885795637543,0.9391920825906033,0.22345806658267975
204,32.443289902395776,0.9244872602508611,0.23370879888534546
205,28.749263871361954,0.8409096600672515,0.267238587141037
206,31.31738106637489,0.9109467992409264,0.2279965877532959
207,30.28286962094906,0.85276803789099,0.29067733883857727
208,29.734545763309384,0.8264665763021929,0.24426859617233276
209,28.13653247589547,0.8292418614828083,0.2671104669570923
210,30.60963695319359,0.9011835575208484,0.2761085629463196
211,30.062036108561475,0.8651187613898278,0.24646970629692078
212,29.843918882855064,0.8488538472983662,0.27498695254325867
213,29.908367369255473,0.9038989746020029,0.321828693151474
214,31.507418477211715,0.9077011288873706,0.20329949259757996
215,29.86142020698265,0.8810984915746976,0.31421440839767456
216,29.96457185895146,0.9005279400680939,0.24280479550361633
217,33.12700369170296,0.9512543742554491,0.21453514695167542
218,28.402177838834277,0.8245770289690635,0.32633742690086365
219,32.38285113270296,0.8841752722801635,0.34610509872436523
220,31.827704574693993,0.9118814572953063,0.25336551666259766
221,28.04703628195415,0.810027457613655,0.2912932336330414
222,32.16718723599356,0.8949099043110341,0.3502662181854248
223,30.351726974562506,0.8581747820869144,0.3100520968437195
224,34.90143890670124,0.9698135163436815,0.1947081983089447
225,30.811320753843738,0.8778955099811205,0.23237210512161255
226,32.082001402790745,0.913397926604257,0.3218061923980713
227,28.760631550790766,0.8447327716451856,0.2684090733528137
228,32.37399641052818,0.9174648372621418,0.33162814378738403
229,28.84380264258339,0.8565370333971793,0.28457456827163696
230,29.279742545699683,0.8580906894686728,0.25375357270240784
231,31.160045585249478,0.9278969220464992,0.2524862587451935
232,29.95584900962458,0.8627968110588657,0.270239919424057
233,29.623674342991446,0.8448331668631627,0.2915857136249542
234,31.889326018398855,0.9226062808783385,0.31243282556533813
235,30.530008212373044,0.9162976234027779,0.2669713497161865
236,31.397371814292438,0.8798514264785104,0.33355316519737244
237,30.06650821904765,0.8747766344923142,0.25443410873413086
238,30.118222979175204,0.8663355848394272,0.30599498748779297
239,30.154602626078262,0.8955425488775491,0.24886631965637207
240,28.9983806894542,0.8337654218853977,0.2807932496070862
241,30.30753354866765,0.8888715029979057,0.3046160638332367
242,30.390782343137555,0.8855156611748846,0.23145346343517303
243,30.84879840060307,0.879377751880329,0.3011573553085327
244,29.346850293628247,0.8401332148721082,0.24373576045036316
245,31.84688680180288,0.9024407638772711,0.24697516858577728
246,32.156218497237596,0.9109664129574274,0.23110084235668182
247,32.48272135737618,0.937728655443417,0.25648510456085205
248,31.701456026610902,0.8951371355962487,0.3121126592159271
249,30.693494322910503,0.8850232572497873,0.31191790103912354
250,30.280802153717797,0.8703879126336884,0.2780710458755493
251,31.182165905677373,0.8941993809863094,0.24072280526161194
252,27.654365225616722,0.811008203286398,0.34501609206199646
253,29.636621818008678,0.8116568694638951,0.25674155354499817
254,30.74245046469905,0.8808390731634773,0.26314476132392883
255,31.069964723627418,0.932450754127901,0.19741429388523102
256,29.804067018909628,0.8913192757795331,0.3277239501476288
257,31.19998003511015,0.9256069029684968,0.21088489890098572
258,29.851050953112765,0.8672438619311714,0.32875970005989075
259,30.69846012188676,0.8686578812837945,0.1707514375448227
260,31.706160954967398,0.912411420185245,0.27251794934272766
261,32.7178366409821,0.9042132414521405,0.3149121403694153
262,30.272230086194597,0.8661239325626116,0.25766924023628235
263,30.067196595896174,0.8601463424437518,0.2559957206249237
264,29.721407745573337,0.8783518477596785,0.19114577770233154
265,31.7327914709279,0.9143012081953847,0.26647135615348816
266,30.49772952296127,0.8747309381560165,0.2796495854854584
267,30.233617103077993,0.898066500189183,0.2514624297618866
268,29.866042763129187,0.855470376112857,0.2595491409301758
269,31.652156427319653,0.8888340781474149,0.2613515257835388
270,29.891872255438507,0.8489294253545798,0.24681374430656433
271,30.76151273121805,0.8785610643598551,0.32722926139831543
272,30.14944996364659,0.8698773383767255,0.23957256972789764
273,33.05342994973406,0.9293594060721447,0.2972037196159363
274,30.278006559137808,0.876392320853095,0.2482774704694748
275,28.424715303493905,0.8599029988698089,0.2789499759674072
276,30.23230348906978,0.8737346600416223,0.22692914307117462
277,30.14816521337896,0.8729913699477014,0.23497940599918365
278,33.389843632484244,0.9215306894355032,0.2550237476825714
279,32.73572893839634,0.9315087430693919,0.22560080885887146
280,31.091045557460006,0.8691738506921646,0.23819005489349365
281,29.486679631644236,0.8622209465706272,0.2328474223613739
282,29.973461289500065,0.8559410473501915,0.27486419677734375
283,29.230403400802377,0.8401669807028314,0.30053645372390747
284,29.908613860002188,0.847444876500759,0.3117639422416687
285,31.83184988545852,0.918412146969643,0.2455342710018158
286,30.671213458328754,0.8990987654788063,0.2559966444969177
287,29.41997417363968,0.8481205628395468,0.23107944428920746
288,29.95734224709045,0.8639079370355094,0.26536035537719727
289,30.685872142814283,0.8612897073886779,0.2344127744436264
